name,artist_name,genre,uri,danceability,energy,valence,tempo
Avril 14th,Aphex Twin,electronica,spotify:track:6XQk1Z1kOZNOMtSntY6N7u,0.32,0.12,0.18,92.01
Roygbiv,Boards of Canada,electronica,spotify:track:6kgK5VZGRX0dXUa1Xne1U0,0.62,0.45,0.67,85.98
Dayvan Cowboy,Boards of Canada,electronica,spotify:track:4cQoMkYK4Pq2ZKqPkU7m2q,0.58,0.52,0.38,85.01
Teardrop,Massive Attack,electronica,spotify:track:3G6oZ0UBu1oHJ6Z0Qa8F8B,0.52,0.38,0.21,132.02
Unfinished Sympathy,Massive Attack,electronica,spotify:track:1A2R7LcrwcC1A1f2Q8Nusv,0.61,0.67,0.35,118.99
Glory Box,Portishead,electronica,spotify:track:6gZYv6z0EwKQ6n6h7Z7r9F,0.68,0.42,0.28,98.01
Roads,Portishead,electronica,spotify:track:4kq1rqlbT4KlnQnWYq1G2h,0.45,0.35,0.19,85.97
Cherry,Chromatics,electronica,spotify:track:5cENc0N2N1Y0yrv1kLrKx9,0.62,0.58,0.42,118.02
Let's Go,The Crystal Method,electronica,spotify:track:4M5Qkny3v3Rr8fR6c3t1Y6,0.68,0.89,0.55,128.01
Busy Child,The Crystal Method,electronica,spotify:track:4vA6FQJyVktKYQSg2O3Fk3,0.65,0.92,0.48,132.99
Born Slippy,Underworld,electronica,spotify:track:6tGCNW1p4wM8xQIIVkz0sJ,0.72,0.88,0.52,139.98
Rez,Underworld,electronica,spotify:track:6vN7N3QUvG7X2vqzp3q2xT,0.68,0.85,0.45,125.01
Porcelain,Moby,electronica,spotify:track:2etfhfKdW0z7BBQ1cL1uK7,0.52,0.38,0.22,138.02
Strobe,deadmau5,electronica,spotify:track:0c27g0sbTH2B6DLpa4M0dN,0.58,0.72,0.23,128.04
Language,Porter Robinson,electronica,spotify:track:6NBTOMIC9en2nzI5YUdFvP,0.68,0.89,0.65,128.98
The Veldt,deadmau5,electronica,spotify:track:0c27g0sbTH2B6DLpa4M0dN,0.62,0.78,0.45,127.95
Innerbloom,Rüfüs Du Sol,electronica,spotify:track:7uVc54kKy2HwZY3IBX1rKR,0.59,0.65,0.18,122.01
Latch,Disclosure,electronica,spotify:track:1DunhgeZSEgWiIYbHqXl0c,0.72,0.68,0.41,122.02
Faded,ZHU,electronica,spotify:track:7gHs73wELdeycvS48TfRfU,0.67,0.74,0.32,128.03
Midnight City,M83,electronica,spotify:track:1FP8FJv7QVtyrQKAtt2z78,0.61,0.85,0.42,118.97
Silhouettes,Avicii,electronica,spotify:track:7A8mg2aF6ciDp4gk1MYy1Y,0.65,0.88,0.56,128.01
Sun & Moon,Above & Beyond,electronica,spotify:track:7s1yl5nSnW0QUTn0m9pJqS,0.52,0.79,0.38,132.04
Opus,Eric Prydz,electronica,spotify:track:3vS2yXXb1m4W3kYfj7Kz6I,0.48,0.92,0.28,128.00
Around the World,Daft Punk,electronica,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,0.83,0.79,0.86,121.98
Sandstorm,Darude,electronica,spotify:track:5o4Yg5K7QcdT0E5JOPs1DY,0.59,0.98,0.35,136.02
One More Time,Daft Punk,electronica,spotify:track:0DiWol3AO6WpXZgp0goxAV,0.74,0.78,0.91,123.01
Adagio For Strings,Tiësto,electronica,spotify:track:3Q4TFgL4ZDV9saI5WkzDAk,0.32,0.85,0.12,136.01
Children,Robert Miles,electronica,spotify:track:4wtR6HB3XekEengMX17cpc,0.45,0.72,0.18,130.02
Blue Monday,New Order,electronica,spotify:track:6gv02BqPCsOQz5QQ4jnNOY,0.58,0.73,0.42,132.97
Insomnia,Faithless,electronica,spotify:track:5Y9yc0cBfo6F3d2D6DiD1a,0.67,0.82,0.51,134.99
Better Off Alone,Alice DeeJay,electronica,spotify:track:1Q7EA6U0db4SwP9LKj2YQG,0.71,0.88,0.63,137.02
9PM,ATB,electronica,spotify:track:0R6rM2Z3qKzWaFdKGdA8uH,0.63,0.76,0.45,134.01
Café Del Mar,Energy 52,electronica,spotify:track:0Kd2c4VzCHaGA8gB8tD5qy,0.56,0.68,0.29,138.03
Silence,Delirium,electronica,spotify:track:1QhRvYKNI3KCLJaRa7UJmT,0.52,0.74,0.21,140.00
The Rockafeller Skank,Fatboy Slim,electronica,spotify:track:4L3erLP4y3Vn8VXqyJQxuu,0.88,0.92,0.78,115.99
Right Here Right Now,Fatboy Slim,electronica,spotify:track:3fcGGP62sllcNEhuFJVYeC,0.79,0.85,0.67,126.01
Block Rockin' Beats,The Chemical Brothers,electronica,spotify:track:2cSE1FG2b4b3PnA9p9VN5t,0.68,0.94,0.58,129.02
Hey Boy Hey Girl,The Chemical Brothers,electronica,spotify:track:3z5c2J2vTpZbWDKtZ1tJuc,0.72,0.89,0.62,127.98
Firestarter,The Prodigy,electronica,spotify:track:1G2raed6p1s5PQQ4g47IXs,0.65,0.96,0.71,134.99
Breathe,The Prodigy,electronica,spotify:track:0uK36p0EA1Y1lVZ1JOFM3U,0.62,0.91,0.55,129.97
Smack My Bitch Up,The Prodigy,electronica,spotify:track:5ZRS7J2q7P2xa6cC3WEJ6d,0.84,0.95,0.48,138.01
Pjanoo,Eric Prydz,electronica,spotify:track:3LKMJ2LJQ3N7k7k8gJucRf,0.61,0.82,0.52,125.02
Call On Me,Eric Prydz,electronica,spotify:track:6Yk0cC2K7N8Qy6L4F1b6Vk,0.73,0.78,0.59,124.98
Don't You Worry Child,Swedish House Mafia,electronica,spotify:track:4GIYQKqZEKdAAWuWep56f2,0.56,0.84,0.42,128.00
Save The World,Swedish House Mafia,electronica,spotify:track:0smy6U1JZkI5QjJNNHwZgd,0.58,0.87,0.38,129.99
Greyhound,Swedish House Mafia,electronica,spotify:track:0VffYA2jw8UxTj2C5l0ONF,0.62,0.93,0.45,127.01
Wake Me Up,Avicii,electronica,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,0.54,0.86,0.44,124.02
Levels,Avicii,electronica,spotify:track:5B0F3S8pZ8WdSUZoCwZ4Ox,0.59,0.89,0.41,126.01
Waiting For Love,Avicii,electronica,spotify:track:5eCgNATwXgRUFVK9v9N4NY,0.63,0.82,0.52,122.98
I Could Be The One,Avicii,electronica,spotify:track:1CU8CdfpCPT4Y2cDqxOnkE,0.65,0.84,0.61,128.03
Titanium,David Guetta,electronica,spotify:track:2qzC5W0yT6sLZ0vGPlAq3E,0.51,0.79,0.23,125.99
When Love Takes Over,David Guetta,electronica,spotify:track:2CKMbGaV1jlJnXhVJKaZ1z,0.67,0.81,0.54,129.01
Memories,David Guetta,electronica,spotify:track:2b2S1TeqVqk2vYCWf4x0pW,0.59,0.76,0.48,130.02
Scary Monsters and Nice Sprites,Skrillex,electronica,spotify:track:4rwpZEcnalkuhPyGkEdhu0,0.48,0.92,0.34,140.01
Bangarang,Skrillex,electronica,spotify:track:3KpOY9T7ZSMYy4CC7pY4Fb,0.52,0.96,0.61,110.00
Promises,Skrillex,electronica,spotify:track:32Dgvh2TomY7kI0zZQUwlf,0.56,0.78,0.29,140.02
Lean On,Major Lazer,electronica,spotify:track:2eK8aY41H6IJlQ81kD4M7z,0.72,0.68,0.45,102.01
Get Free,Major Lazer,electronica,spotify:track:1xcYHmk8WgwpxFwX4fT6fC,0.64,0.75,0.38,138.00
Cold Water,Major Lazer,electronica,spotify:track:4VAo8X4jF4N0QividYVrK5,0.68,0.71,0.42,122.02
Spectrum,Zedd,electronica,spotify:track:3IDdpuIzrtW6n6QtNnmv4h,0.62,0.89,0.58,127.99
Clarity,Zedd,electronica,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.58,0.82,0.46,129.01
Stay The Night,Zedd,electronica,spotify:track:6YJkQuS9PcJQH7cqxY8X7D,0.65,0.85,0.52,128.00
Beautiful Things,Andain,electronica,spotify:track:7yQ2QyY8YSUvKMyl2hUfOv,0.54,0.69,0.31,132.01
As The Rush Comes,Gabriel & Dresden,electronica,spotify:track:5icM2qk7N2lT8Zc3qQd1E0,0.52,0.78,0.28,136.99
For An Angel,PVD,electronica,spotify:track:6kiS3J2V1KB5B9kYdK1h3C,0.48,0.85,0.35,138.01
Communication,Armin van Buuren,electronica,spotify:track:5K7UOVpXlQb9xX1Z4D8m7d,0.61,0.88,0.42,136.00
This Is What It Feels Like,Armin van Buuren,electronica,spotify:track:0ye9XkXeN2H1JBwX3W1Rf3,0.59,0.84,0.51,132.02
Blah Blah Blah,Armin van Buuren,electronica,spotify:track:2xkQK9Kyvyfw6JZkR9hRnG,0.63,0.86,0.58,129.98
Airwave,Rank 1,electronica,spotify:track:5dD4dkQ7KXqg3s0jW5kF5L,0.55,0.82,0.39,138.01
Castles In The Sky,Ian Van Dahl,electronica,spotify:track:4oKCRX1KvL3w6VpdU4V4zC,0.64,0.79,0.47,136.99
The Launch,Jean Michel Jarre,electronica,spotify:track:4gT3mGc5qK8bKQ05C7c0jR,0.52,0.76,0.42,128.02
Oxygène Part 4,Jean Michel Jarre,electronica,spotify:track:4XJ7Kc5dG7E0Q4q2Vk4Y7w,0.48,0.68,0.35,125.01
Autobahn,Kraftwerk,electronica,spotify:track:6SHVyPYdCZpTg1O22K6YfV,0.45,0.62,0.28,118.97
The Model,Kraftwerk,electronica,spotify:track:5k9OZ3tM9Y9NHEe0F1Ax1S,0.67,0.58,0.52,120.01
Windowlicker,Aphex Twin,electronica,spotify:track:4osKbf1FQL1FvWvDx2Y3HU,0.72,0.65,0.41,102.99
Avril 14th,Aphex Twin,electronica,spotify:track:6XQk1Z1kOZNOMtSntY6N7u,0.32,0.12,0.18,92.01
Roygbiv,Boards of Canada,electronica,spotify:track:6kgK5VZGRX0dXUa1Xne1U0,0.62,0.45,0.67,85.98
Dayvan Cowboy,Boards of Canada,electronica,spotify:track:4cQoMkYK4Pq2ZKqPkU7m2q,0.58,0.52,0.38,85.01
Teardrop,Massive Attack,electronica,spotify:track:3G6oZ0UBu1oHJ6Z0Qa8F8B,0.52,0.38,0.21,132.02
Unfinished Sympathy,Massive Attack,electronica,spotify:track:1A2R7LcrwcC1A1f2Q8Nusv,0.61,0.67,0.35,118.99
Glory Box,Portishead,electronica,spotify:track:6gZYv6z0EwKQ6n6h7Z7r9F,0.68,0.42,0.28,98.01
Roads,Portishead,electronica,spotify:track:4kq1rqlbT4KlnQnWYq1G2h,0.45,0.35,0.19,85.97
Cherry,Chromatics,electronica,spotify:track:5cENc0N2N1Y0yrv1kLrKx9,0.62,0.58,0.42,118.02
Let's Go,The Crystal Method,electronica,spotify:track:4M5Qkny3v3Rr8fR6c3t1Y6,0.68,0.89,0.55,128.01
Busy Child,The Crystal Method,electronica,spotify:track:4vA6FQJyVktKYQSg2O3Fk3,0.65,0.92,0.48,132.99
Born Slippy,Underworld,electronica,spotify:track:6tGCNW1p4wM8xQIIVkz0sJ,0.72,0.88,0.52,139.98
Rez,Underworld,electronica,spotify:track:6vN7N3QUvG7X2vqzp3q2xT,0.68,0.85,0.45,125.01
Porcelain,Moby,electronica,spotify:track:2etfhfKdW0z7BBQ1cL1uK7,0.52,0.38,0.22,138.02
Natural Blues,Moby,electronica,spotify:track:6F3LioLCe1x3dRq7DqD5Vw,0.65,0.72,0.48,114.99
Why,Annie Lennox,electronica,spotify:track:4B0DmVtmkQXJ8y0d2VrDqM,0.58,0.68,0.35,122.01
Sweet Dreams,Eurythmics,electronica,spotify:track:1JuA9f4PQQm4Kv2aJ4grhr,0.62,0.59,0.42,126.02
Blue Monday,New Order,electronica,spotify:track:6gv02BqPCsOQz5QQ4jnNOY,0.58,0.73,0.42,132.97
Spellbound,Siouxsie and the Banshees,electronica,spotify:track:4bEywQXdI0Y0k0Q4kNHQ9e,0.54,0.65,0.38,118.01
Wishing,Fluke,electronica,spotify:track:5M0mSDG1k1ePfgx2P4MkQr,0.68,0.78,0.52,128.99
Atom Bomb,Fluke,electronica,spotify:track:4hvq0rEYmWT2d9wZJ8zC5L,0.65,0.85,0.45,134.01
The Box,Orbital,electronica,spotify:track:5KCRX1KvL3w6VpdU4V4zC,0.59,0.72,0.41,128.02
Halcyon,Orbital,electronica,spotify:track:4mnEe6T2Z0uKQq5E5d7a5Q,0.63,0.68,0.39,124.98
Professional Griefers,deadmau5,electronica,spotify:track:4R7mS9j7Z0Q5sJh0f3k7Jq,0.58,0.89,0.42,128.01
Ghosts 'n' Stuff,deadmau5,electronica,spotify:track:2LdQM1zq9BbdQQLkK4lMDK,0.62,0.86,0.48,128.03
Animals,Martin Garrix,edm,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.64,0.95,0.41,128.0
Scared to Be Lonely,Martin Garrix & Dua Lipa,edm,spotify:track:45Egmo7icyopuzJN0oMEdk,0.64,0.76,0.40,138.0
Tremor,Dimitri Vegas Martin Garrix Like Mike,edm,spotify:track:4A0CK1Gby7k3H6z2Q2tMOh,0.63,0.97,0.45,128.0
Lean On,Major Lazer & DJ Snake ft. MØ,edm,spotify:track:1zHlj4dQ8ZAtrayhuDDmkY,0.70,0.74,0.56,98.0
Where Are Ü Now,Jack Ü ft. Justin Bieber,edm,spotify:track:67awxiNHNyjMXhVgsHuIrs,0.68,0.78,0.40,140.0
Cold Water,Major Lazer ft. Justin Bieber & MØ,edm,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,0.71,0.73,0.54,93.0
Don’t You Worry Child,Swedish House Mafia,edm,spotify:track:3hRV0jL3vUpRrcy398teAU,0.65,0.87,0.46,129.0
Save the World,Swedish House Mafia,edm,spotify:track:1lqW9VZsABZLrEJ7u7gk7z,0.66,0.85,0.47,128.0
Greyhound,Swedish House Mafia,edm,spotify:track:3PZh6W0Tbz3kMXlZyYYz7m,0.62,0.96,0.39,128.0
One (Your Name),Swedish House Mafia ft. Pharrell,edm,spotify:track:2A2JrFeIuSdyYWay7K1KcR,0.64,0.94,0.41,128.0
Titanium,David Guetta ft. Sia,edm,spotify:track:45vW6Apg3QwawKzBi03rgD,0.60,0.92,0.52,126.0
Play Hard,David Guetta ft. Ne-Yo & Akon,edm,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,0.65,0.91,0.50,130.0
She Wolf (Falling to Pieces),David Guetta ft. Sia,edm,spotify:track:5knuzwU65gJK7IF5yJsuaW,0.61,0.88,0.47,127.0
Bad,David Guetta & Showtek ft. Vassy,edm,spotify:track:0jhrU5qZbqX3vSce4p7lH3,0.67,0.96,0.53,128.0
Hey Mama,David Guetta ft. Nicki Minaj Bebe Rexha Afrojack,edm,spotify:track:2GoL0gaDMlm6eQAv6yWlNf,0.70,0.93,0.57,87.0
Memories,David Guetta ft. Kid Cudi,edm,spotify:track:2NcYw2rF79MQsCWjzJJ6sG,0.72,0.80,0.56,130.0
Clarity,Zedd ft. Foxes,edm,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.62,0.87,0.45,128.0
Stay the Night,Zedd ft. Hayley Williams,edm,spotify:track:2RRYaY9fX21KkI4tZonHdl,0.63,0.89,0.48,130.0
Beautiful Now,Zedd ft. Jon Bellion,edm,spotify:track:2a1o1xX2pB6sqaQxt76Rgv,0.65,0.91,0.51,128.0
The Middle,Zedd Maren Morris & Grey,edm,spotify:track:09IStsImFySgyp0pIQdqAc,0.68,0.87,0.54,120.0
Break Free,Ariana Grande ft. Zedd,edm,spotify:track:2h8g9v6m6m7tW4SUeLXb1F,0.69,0.92,0.58,130.0
Turn Down for What,DJ Snake & Lil Jon,edm,spotify:track:67awxiNHNyjMXhVgsHuIrs,0.64,0.98,0.52,100.0
Taki Taki,DJ Snake ft. Selena Gomez Ozuna & Cardi B,edm,spotify:track:4w8niZpiMy6qz1mntFA5uM,0.74,0.89,0.65,95.0
Let Me Love You,DJ Snake ft. Justin Bieber,edm,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,0.71,0.83,0.56,100.0
Loco Contigo,DJ Snake J Balvin Tyga,edm,spotify:track:5QO79kh1waicV47BqGRL3g,0.72,0.82,0.63,96.0
Magenta Riddim,DJ Snake,edm,spotify:track:1a1o1X2pB6SqaQxt76Rgv5,0.70,0.93,0.55,95.0
Selfie,The Chainsmokers,edm,spotify:track:6goU94kGpyLxPIzL2h3TrM,0.68,0.95,0.46,128.0
Roses,The Chainsmokers,edm,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.72,0.78,0.59,100.0
Closer,The Chainsmokers ft. Halsey,edm,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.74,0.76,0.60,95.0
Paris,The Chainsmokers,edm,spotify:track:5RQUbhqosjb7Q7qvKG4QOq,0.71,0.82,0.62,100.0
Don’t Let Me Down,The Chainsmokers ft. Daya,edm,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,0.69,0.86,0.58,80.0
Something Just Like This,The Chainsmokers & Coldplay,edm,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.73,0.80,0.55,103.0
Call You Mine,The Chainsmokers & Bebe Rexha,edm,spotify:track:4vjpLMyL3ZO6aphdYr8DYf,0.70,0.83,0.57,100.0
Summer,Calvin Harris,edm,spotify:track:6vN77lE9LK6HP2DewaN6HZ,0.73,0.94,0.64,128.0
Feel So Close,Calvin Harris,edm,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,0.72,0.93,0.60,127.0
This Is What You Came For,Calvin Harris ft. Rihanna,edm,spotify:track:0azC730Exh71aQlOt9Zj3y,0.71,0.87,0.57,124.0
Blame,Calvin Harris ft. John Newman,edm,spotify:track:1Ps1iLqAcfFf7i7M0JtTKU,0.70,0.89,0.50,128.0
I Need Your Love,Calvin Harris ft. Ellie Goulding,edm,spotify:track:4iJyoBOLtHqaGxP12qzhQI,0.73,0.92,0.63,125.0
Outside,Calvin Harris ft. Ellie Goulding,edm,spotify:track:2JzZzZUQj3Qff7wapcbKjc,0.68,0.90,0.51,128.0
Sweet Nothing,Calvin Harris ft. Florence Welch,edm,spotify:track:5r65sU4J4ZQ2vV0YgPoPpp,0.67,0.91,0.48,128.0
Under Control,Calvin Harris & Alesso ft. Hurts,edm,spotify:track:6JD2L8ZfnbjqYiKXg8wU6B,0.66,0.93,0.50,128.0
How Deep Is Your Love,Calvin Harris & Disciples,edm,spotify:track:6jdOiF9vUNvwB0D6a6B8Lp,0.69,0.88,0.49,122.0
Faded,ZHU,edm,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.71,0.67,0.38,120.0
Working For It,ZHU Skrillex THEY.,edm,spotify:track:4R2kfaDFhslZEMJqAFNpdd,0.73,0.88,0.54,124.0
Automatic,ZHU,edm,spotify:track:2pZexfCoB2epKCRydxgqAU,0.66,0.80,0.47,126.0
Shotgun,R3HAB,edm,spotify:track:5p7ujcrUXASCNwRaWNHR1C,0.72,0.94,0.55,128.0
All Around the World (La La La),R3HAB & A Touch of Class,edm,spotify:track:6CcJMwBtXByIz4zQLzFkKc,0.70,0.92,0.62,128.0
Lullaby,R3HAB & Mike Williams,edm,spotify:track:6kLt6R1uQXh78aFWH94sgl,0.71,0.93,0.60,126.0
Revolution,R3HAB NERVO & Ummet Ozcan,edm,spotify:track:4vjpLMyL3ZO6aphdYr8DYf,0.68,0.96,0.48,128.0
Animals,Martin Garrix,edm,spotify:track:60d24wfXkVzDSfLS6hyCjZ,0.62,0.94,0.51,128.0
Titanium,David Guetta ft. Sia,edm,spotify:track:45XhKYRRk0cJB6C0EYp9tP,0.58,0.91,0.42,126.0
Wake Me Up,Avicii,edm,spotify:track:1jJci4qxiYcOHhQR247rEU,0.63,0.85,0.67,124.0
Lean On,Major Lazer & DJ Snake ft. MØ,edm,spotify:track:4i9sYtSIlR80bxje5B3rUb,0.70,0.82,0.56,98.0
Scared to Be Lonely,Martin Garrix & Dua Lipa,edm,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,0.55,0.84,0.48,138.0
Clarity,Zedd ft. Foxes,edm,spotify:track:7gxqajdkBheHhhL0m3dylA,0.54,0.87,0.53,128.0
Waiting For Love,Avicii,edm,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,0.62,0.91,0.66,128.0
Turn Up The Speakers,Afrojack & Martin Garrix,edm,spotify:track:4N79VHtLt4BvfAtQ8rqEov,0.65,0.92,0.55,128.0
Power,Hardwell & KSHMR,edm,spotify:track:1hvxeOVfNPtUMWjjlFX7NE,0.61,0.95,0.47,128.0
Boom,Tiesto & Sevenn,edm,spotify:track:7rX2mHhr5G1QNbsoEY0prm,0.72,0.89,0.60,126.0
Secrets,Tiesto & KSHMR ft. Vassy,edm,spotify:track:3yzvYwIFloYyCzGSE4H6iv,0.66,0.92,0.59,128.0
Tremor,Dimitri Vegas Martin Garrix Like Mike,edm,spotify:track:6HUnnBwYZqa3Z8d7pPSpCv,0.64,0.96,0.54,128.0
Stampede,DVBBS & Borgeous,edm,spotify:track:2yMklpv6GkNoC7uI5lJUIp,0.62,0.91,0.49,128.0
Revolution,R3HAB NERVO Ummet Ozcan,edm,spotify:track:2NlkXne9xrCkPSTUtFjbV2,0.63,0.88,0.52,128.0
Gold Dust,Galantis,edm,spotify:track:0qUel4xBAfQbXrGuwVdLEC,0.69,0.86,0.57,126.0
No Money,Galantis,edm,spotify:track:7A6e5epWl1tKYJf4fpe3sD,0.74,0.83,0.62,125.0
Runaway (U & I),Galantis,edm,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,0.71,0.88,0.61,127.0
Higher Ground,ODESZA ft. Naomi Wild,edm,spotify:track:5XZbC6FZkdP3s1LBrptnPS,0.60,0.78,0.54,120.0
Stay,Zedd & Alessia Cara,edm,spotify:track:2fQRnflG4pUetBqC8kHRqW,0.65,0.81,0.58,102.0
Middle,DJ Snake ft. Bipolar Sunshine,edm,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,0.63,0.83,0.59,100.0
Silence,Marshmello ft. Khalid,edm,spotify:track:2Rx9XwbyLsVg7TjX9DpjYf,0.56,0.80,0.49,142.0
Alone,Marshmello,edm,spotify:track:64nrQP5x7x1g6AZlR5s9UI,0.62,0.86,0.54,142.0
Happier,Marshmello ft. Bastille,edm,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.62,0.82,0.50,100.0
Friends,Marshmello & Anne-Marie,edm,spotify:track:7k6IzwMGpxn4gZ4C3LgPj2,0.71,0.79,0.53,95.0
Faded,Alan Walker,edm,spotify:track:3Ofmpyhv5UAQ70mENzB277,0.55,0.73,0.37,90.0
Sing Me To Sleep,Alan Walker,edm,spotify:track:3AtDnEC4zarYy6NjkFLDCX,0.56,0.74,0.44,97.0
Darkside,Alan Walker ft. Au/Ra & Tomine Harket,edm,spotify:track:2yLa0QULdQr0qAIvVwN6B5,0.58,0.75,0.48,90.0
On My Way,Alan Walker ft. Sabrina Carpenter,edm,spotify:track:6oJ6le65B3SEqPwMRNXWjY,0.66,0.80,0.55,118.0
All Falls Down,Alan Walker ft. Noah Cyrus,edm,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.61,0.79,0.51,98.0
Play Hard,David Guetta ft. Ne-Yo & Akon,edm,spotify:track:6GGtHZgBycCgGBUhZo81xe,0.68,0.92,0.57,130.0
Dangerous,David Guetta ft. Sam Martin,edm,spotify:track:0N7RCqUbxQdYqd4Xfy7SQ8,0.64,0.85,0.50,124.0
She Wolf (Falling to Pieces),David Guetta ft. Sia,edm,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.59,0.86,0.45,127.0
Without You,David Guetta ft. Usher,edm,spotify:track:1dNIEtp7AY3oDAKCGg2XkH,0.57,0.87,0.46,128.0
Love Is Gone,David Guetta,edm,spotify:track:7gD2dY6zCQQKJXybrdZfjN,0.61,0.90,0.52,128.0
Shot Me Down,David Guetta ft. Skylar Grey,edm,spotify:track:5qP3JR2hwUofVdvUy6MGGw,0.65,0.88,0.55,128.0
Sun Is Shining,Axwell /\ Ingrosso,edm,spotify:track:3XVBdLihbNbxUwZosxcGuJ,0.66,0.91,0.60,128.0
More Than You Know,Axwell /\ Ingrosso,edm,spotify:track:1p80LdxRV74UKvL8gnD7ky,0.70,0.88,0.61,125.0
Dreamer,Axwell /\ Ingrosso,edm,spotify:track:0rhskklPJOEPUYNXDb0j0R,0.61,0.87,0.52,128.0
How Deep Is Your Love,Calvin Harris & Disciples,edm,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.67,0.81,0.58,122.0
Summer,Calvin Harris,edm,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,0.66,0.91,0.62,128.0
Feels So Close,Calvin Harris,edm,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.65,0.93,0.60,128.0
Outside,Calvin Harris ft. Ellie Goulding,edm,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,0.62,0.87,0.54,127.0
Blame,Calvin Harris ft. John Newman,edm,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,0.61,0.89,0.52,128.0
I Need Your Love,Calvin Harris ft. Ellie Goulding,edm,spotify:track:4RVwu0g32PAqgUiJoXsdF8,0.64,0.90,0.57,128.0
Sweet Nothing,Calvin Harris ft. Florence Welch,edm,spotify:track:7Kj6k3Lw4BLThbQ9rQEY0n,0.63,0.92,0.56,128.0
Under Control,Calvin Harris & Alesso ft. Hurts,edm,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.66,0.89,0.58,126.0
Call on Me,Eric Prydz,edm,spotify:track:1s8q3LHX3dNNCJn9R4brlZ,0.68,0.93,0.60,126.0
Pjanoo,Eric Prydz,edm,spotify:track:4HYDUMY0xSpeBr0AMY9cUZ,0.65,0.95,0.58,124.0
Opus,Eric Prydz,edm,spotify:track:6JWc4iAiJ9FjyK0B59ABb4,0.61,0.92,0.54,126.0
Greyhound,Swedish House Mafia,edm,spotify:track:3jhmAGe3v7J0cIqD4E0saM,0.64,0.93,0.57,126.0
Antidote,Swedish House Mafia & Knife Party,edm,spotify:track:1sYQCC2XOvjGp3SD5Axt6F,0.62,0.94,0.55,128.0
Save The World,Swedish House Mafia,edm,spotify:track:4G7b0RzRM7J3LJUDF6OsJq,0.63,0.91,0.59,127.0
One (Your Name),Swedish House Mafia,edm,spotify:track:5W3cjX2J3tjhG8zb6u0qHn,0.62,0.92,0.56,128.0
Miami 2 Ibiza,Swedish House Mafia vs. Tinie Tempah,edm,spotify:track:6y7tTp4MhF4Z7GfduY3DAf,0.61,0.93,0.54,126.0
Don't You Worry Child,Swedish House Mafia,edm,spotify:track:2nF3TzBStxH1Fnl3osOJ8G,0.63,0.90,0.60,128.0
If I Lose Myself (Alesso Remix),OneRepublic,edm,spotify:track:0K4b4kZtI1PMI0AZwtO0NO,0.66,0.91,0.61,126.0
Heroes (We Could Be),Alesso ft. Tove Lo,edm,spotify:track:7d8Nz3qWGFw5Yx1jhl8aHt,0.64,0.90,0.60,126.0
Cool,Alesso,edm,spotify:track:2fyOpT5c84BfowgM2lzW0B,0.67,0.87,0.55,128.0
City Of Dreams,Dirty South & Alesso ft. Ruben Haze,edm,spotify:track:5F4NBaPRWStci2eWmDPAKh,0.63,0.88,0.54,126.0
I Remember,Deadmau5 & Kaskade,house,spotify:track:4VzdsYtN1HyN1S0E9UJdRC,0.68,0.82,0.54,128.0
Pjanoo,Eric Prydz,house,spotify:track:5HYMY6nO4y6Jlk4hA6tM39,0.71,0.89,0.56,126.0
Call on Me,Eric Prydz,house,spotify:track:4yDfQ7CwUVjWz0h0Gh2i6l,0.74,0.91,0.60,126.0
Your Love,Frankie Knuckles,house,spotify:track:1M3ObgkG1FMmrd7YKp0cW1,0.72,0.83,0.61,122.0
Baby Powder,Herb Alpert (Kaytranada Remix),house,spotify:track:6k7CYyTmBgoGJ2N1DbSt1G,0.75,0.79,0.64,124.0
Turn On The Music,Roger Sanchez,house,spotify:track:5M6U28LpCvoXUo4a5Uj0A6,0.73,0.87,0.59,126.0
